Round,Train Loss,Test Accuracy,Test AUC,STD Test Acc,STD Test AUC
0,3.7631712531034114,0.004952380952380952,0.4916857424033322,0.008897663764095757,0.06814294746740553
1,3.72281796478017,0.03326984126984127,0.5689046766844136,0.04700139143653457,0.1004616400079752
2,3.8311922499734368,0.021714285714285714,0.5517361460270238,0.02733915183394764,0.10157504471562527
3,5.939516383382737,0.023365079365079366,0.5943463917947323,0.028780639451079428,0.09029976422840265
4,14.006482276570882,0.024253968253968253,0.5750227000849676,0.03339521549333288,0.08846744568095333
5,40.222964482861045,0.037714285714285714,0.5665716784441531,0.04799641773936658,0.10814781581420546
6,86.9303800138317,0.05396825396825397,0.5724327223040885,0.06766780861763314,0.09685436553497122
7,118.84395563682736,0.05625396825396825,0.626749401265713,0.04969693383857073,0.07898386324055179
8,144.8683056270105,0.04723809523809524,0.6027817315480064,0.045732387699892074,0.08957514214655725
9,116.16585334705343,0.07771428571428571,0.615505136933591,0.07896461311449161,0.10984556358743787
10,129.75275098359913,0.08152380952380953,0.6220338870031217,0.08138104895164137,0.11625079584304665
11,108.30406451362919,0.09853968253968254,0.6381181557651695,0.08333740819270888,0.12435382090693806
12,109.17533018598196,0.11682539682539683,0.6775539854745853,0.12535626640228043,0.13216862380456904
13,112.21051651512758,0.142984126984127,0.6912852266287243,0.12715908513012986,0.13364732039678626
14,161.9593573831992,0.13803174603174603,0.676273235061661,0.12771996038235614,0.1482176305542037
15,127.72299827422141,0.1688888888888889,0.6920257516635157,0.13934935348792582,0.14356790930854624
16,118.91400107062726,0.18819047619047619,0.7005916533987693,0.15531086462529353,0.1627950744055173
17,114.31451475178683,0.20266666666666666,0.7114134117532492,0.16724483783228805,0.16015225990785567
18,110.59638098883009,0.2187936507936508,0.7440472361969723,0.15668603586981153,0.1496118564814945
19,74.99667846046823,0.26006349206349205,0.7685533924041122,0.1845225871823489,0.15413089865044208
20,55.54410650546712,0.2692063492063492,0.7650292920776782,0.19633619391194007,0.15976431288770326
21,34.52315495279334,0.28253968253968254,0.7776718281819782,0.20119836267528896,0.1617626988715757
22,26.462575642030025,0.31022222222222223,0.7818356017996196,0.2209333728558786,0.17663191091593192
23,19.596275680120783,0.318984126984127,0.7927817933510551,0.21559631228694376,0.18055754481107186
24,17.159206974503512,0.3693968253968254,0.8290468747854857,0.20968196513880707,0.1481703971430808
25,13.869501319951052,0.3757460317460318,0.8273900267999733,0.2088294498554812,0.14732547680679495
26,11.118594868009465,0.4142222222222222,0.8513549293352168,0.23292370444272628,0.1383420115361622
27,10.577347741442576,0.428952380952381,0.862261036342282,0.22841197545802394,0.14943444457420843
28,9.649893919119494,0.45041269841269843,0.8706730733095226,0.22848625050445512,0.147853311715453
29,10.95263161684785,0.44317460317460317,0.8611616157582885,0.2374347083829328,0.1448525667929358
30,9.583803996871476,0.4652698412698413,0.8632590093759414,0.24383898532496484,0.1569523616769845
31,5.132770073625801,0.5012063492063492,0.879345187386007,0.25703512161528314,0.15475925436939114
32,4.542871655683637,0.518984126984127,0.8805537157713298,0.25602944472170835,0.15137135026213167
33,4.92756589135302,0.49447619047619046,0.8839387736422099,0.26045463451890866,0.12906752166229035
34,3.7286377189507096,0.5546666666666666,0.911545100505352,0.2478164151960864,0.10990669082305062
35,3.8900196854792166,0.5337142857142857,0.9125945263578279,0.21790948330435014,0.10408785870390073
36,2.0061539615689035,0.617904761904762,0.9388285040227713,0.20081334182535432,0.06881991241037884
37,1.8006943629677046,0.6354285714285715,0.9427190378543113,0.17853191382555864,0.057773456232751916
38,1.8696620090356224,0.6223492063492063,0.9417931407988217,0.2076346870951007,0.07041305449300035
39,1.7975703882229126,0.6373333333333333,0.9483138449676721,0.19431154136753412,0.06652253513115797
40,1.427485639195814,0.6893968253968255,0.9611423778706747,0.173018297301616,0.04472652304508072
41,1.572151999727054,0.6793650793650794,0.9546349756140118,0.19237937866172158,0.05963236570141
42,1.6200057527636111,0.6727619047619048,0.9503564563138485,0.19734133670173085,0.060439063743070946
43,1.3161112494181126,0.7095873015873015,0.9616396725577732,0.20709447265897582,0.058984239507221155
44,1.4930829597587623,0.7051428571428572,0.9585126650768434,0.1989365127797378,0.06404386734602585
45,1.445426319759713,0.7224126984126984,0.9581550139091154,0.21200528199628396,0.06982259363690205
46,1.1467956941158286,0.7578412698412699,0.968536983563517,0.19228326341545263,0.05600933049669121
47,1.0898682305821104,0.7724444444444445,0.9700185615622549,0.18374207631608933,0.062030294720140905
48,1.1602048416046402,0.7655873015873016,0.9712214290837013,0.17236114083303777,0.0548950802835946
49,1.100035138649169,0.7813333333333333,0.971700720151809,0.18236757634955608,0.058898036194618156
50,0.9522717877370596,0.7912380952380952,0.9754846785000074,0.1778045221407004,0.051030482268268715
51,1.0431714186945487,0.8011428571428572,0.9723703544470862,0.18836714782538236,0.06276566822539151
52,0.9814873727471906,0.7884444444444444,0.9738208443860262,0.16307357398682332,0.054797794661714534
53,0.9407443735153982,0.7956825396825397,0.9766305966744024,0.1634684379983834,0.04864678106551504
54,1.0316381135716424,0.7982222222222223,0.9732291835617435,0.1675456605479271,0.06296673697164269
55,0.947544395238685,0.8107936507936508,0.9759037870717356,0.1663228924869574,0.06234300661134258
56,0.8683902558301904,0.8311111111111111,0.9786526057754037,0.15307383432583363,0.056909752482718734
57,0.7867699456054873,0.8267936507936507,0.9801511848061149,0.15059496363353572,0.046946112607224574
58,0.4553572844630554,0.8591746031746031,0.9890727679891811,0.09080043529977073,0.010942365673973258
59,0.5307239706499512,0.8358095238095238,0.9862950665451448,0.10831075625232191,0.014954577779101417
60,0.449532097275731,0.8530793650793651,0.989678589203132,0.0815894390519558,0.009323743129174947
61,0.3847112562318468,0.8704761904761905,0.991102567872434,0.07544815439888536,0.008899450784567135
62,0.38914005999822476,0.8670476190476191,0.9913389471990861,0.07347089890223192,0.00738553529335585
63,0.48679028626009696,0.8485079365079365,0.9889523394370344,0.07416183957783301,0.010580363386682976
64,0.4907681692864576,0.842920634920635,0.9893013918401385,0.06594364605071874,0.0085373479593209
65,0.3955036673165865,0.8718730158730159,0.990693665996575,0.07588193862120769,0.009280593030836433
66,0.399319851541564,0.8742857142857143,0.9907673117343778,0.07365658027631734,0.009704007693153608
67,0.37773509099435854,0.8831746031746032,0.9907417880741779,0.08165333095350027,0.011080115002622527
68,0.3939882997445943,0.8751746031746032,0.9902046273593322,0.08631635662396515,0.011623714875659425
69,0.3390642982291951,0.8873650793650794,0.9920622155182636,0.07595481606370148,0.009791773295611327
70,0.36452271147809057,0.886095238095238,0.9910779914060495,0.08395645123619566,0.012125777354911205
71,0.37697520178500465,0.8829206349206349,0.9915478811822376,0.06990982234854545,0.010169709296981464
72,0.3516145033478363,0.8899047619047619,0.9903000524811467,0.08238549206858127,0.014844150387922623
73,0.33226608562521165,0.8980317460317461,0.9910492022016058,0.08098786954964424,0.01434339792457514
74,0.2663063935776276,0.9081904761904762,0.9936399679590749,0.05967904181493155,0.007785180004965157
75,0.3219896220128379,0.894095238095238,0.992098412891612,0.08451961535656326,0.014877815336924108
76,0.3478522618427821,0.8899047619047619,0.9899708114824525,0.09465178594969846,0.019139103801886596
77,0.29470857323159755,0.9034920634920635,0.9927635563646536,0.0740388835930284,0.011426880836837357
78,0.2641490865816142,0.9095873015873016,0.9929725871963694,0.07920346919909418,0.015051246748077157
79,0.302264444733485,0.9046349206349207,0.9914794949493181,0.09273321618776949,0.020403263006364223
80,0.28522384961638536,0.9062857142857143,0.9927305876850621,0.07739002748567272,0.014552273522604207
81,0.23114150169822725,0.917079365079365,0.9942852358553201,0.07111194843294291,0.009438504540420034
82,0.25265516937247223,0.9104761904761904,0.9944894071302876,0.07025686789837648,0.007470772293767477
83,0.3086828092179167,0.901079365079365,0.9916667900702929,0.08616896307919863,0.016360822838752963
84,0.2357218478087831,0.9151746031746032,0.9931415602722559,0.0826135710189886,0.013791428144271874
85,0.20694864718095626,0.9182222222222223,0.9947857355838254,0.06018318103069588,0.00890378217830792
86,0.23210310317539193,0.9192380952380952,0.9929625824799364,0.08462484524432702,0.016982624621370828
87,0.2586476469488314,0.9067936507936508,0.9941670912023457,0.0810904283957589,0.012052881315876618
88,0.2421862085053331,0.9133968253968254,0.9939967842773253,0.08091455433717444,0.01395465726739798
89,0.22427033688471124,0.9191111111111111,0.9936953866375604,0.08418685600377769,0.014342579218688629
90,0.2571978709505468,0.9108571428571428,0.9925419276624567,0.09328291397525888,0.021211135428859322
91,0.2485432618538989,0.9174603174603174,0.9928988220874624,0.08686037272101828,0.017737180170415003
92,0.24370944731958655,0.9192380952380952,0.9926112360185092,0.0966941597705506,0.020850517779324586
93,0.2838834062109933,0.9104761904761904,0.9917552226118848,0.09541561082565994,0.021039837752935178
94,0.2026441399593622,0.926984126984127,0.9938745243659751,0.0885158142375481,0.017622869431730435
95,0.19865918711105127,0.9263492063492064,0.9935838105056267,0.08946790364912835,0.018940732065519994
96,0.20547866956637276,0.928,0.9938287728868237,0.08328121649371886,0.015602701097304352
97,0.20343697880691639,0.9301587301587302,0.9936257484117961,0.09408888753422584,0.018938296934297886
98,0.198660387392316,0.933968253968254,0.9941161400287124,0.08159204687308257,0.017335772966709358
99,0.21614765849715775,0.9250793650793651,0.9945989367162426,0.07887272674774089,0.013049045765594323
100,0.2211565617871411,0.9241904761904762,0.9937929741183837,0.07676280931810688,0.0138110847809562
